Id_plot,Location,Plots,Treatment,Date,Longitude,Latitude,Elevation,Inclination,Bearing,Richness,Abundance,Density,D_Shannon,D_Simpson,Canopy_cover,N_M_Trees_adult,N_M_Eedulis_adult,FRic,FEve,FDiv,FDis,Rao,leaf_thickness,seed_mass,leaf_area,sla,seed_length,carbon_nitro,leaf_damage,ME,MI,PAT,MIN,GAL,Ed_seeds_available,Ed_seeds_preyed,Ed_predation_efforts_hours,GHG_Rep,GHG_CH4,GHG_CO2,GHG_N2O,pH_H2O,pH_CaCl2,SB,CEC,V,m,P,K,Ca,Mg,Al,H_Al,OM,Total_sand,Silt,Clay,Texture,effort_cam_day_summed,ttl_spp_rich,med_lar_mamm_spp_rich,small_mamm_spp_rich,birds_spp_rich,ttl_fg_rich,med_lar_mamm_fg_rich,small_mamm_fg_rich,birds_fg_rich,birds_1_ttl_abnd,birds_2_ttl_abnd,birds_3_ttl_abnd,birds_4_ttl_abnd,herbivore_1_ttl_abnd,herbivore_2_ttl_abnd,herbivore_3_ttl_abnd,marsupial_1_ttl_abnd,marsupial_2_ttl_abnd,marsupial_3_ttl_abnd,meso_1_ttl_abnd,others_1_ttl_abnd,predator_1_ttl_abnd,predator_2_ttl_abnd,rodent_1_ttl_abnd,rodent_2_ttl_abnd,rodent_3_ttl_abnd,rodent_4_ttl_abnd,all_med_lar_abn,all_small_abn,all_birds_abn,Cabassous_sp__ttl_abnd,Cuniculus_paca_ttl_abnd,Dasyprocta_leporina_ttl_abnd,Dasypus_novemcinctus_ttl_abnd,Dasypus_sp__ttl_abnd,Eira_barbara_ttl_abnd,Euphractus_sexcinctus_ttl_abnd,Leopardus_guttulus_ttl_abnd,Leopardus_pardalis_ttl_abnd,Leopardus_wiedii_ttl_abnd,Leopardus_sp__ttl_abnd,Mazama_sp__ttl_abnd,Myrmecophaga_tridactyla_ttl_abnd,Nasua_nasua_ttl_abnd,Pecari_tajacu_ttl_abnd,Puma_concolor_ttl_abnd,Puma_yagouaroundi_ttl_abnd,Sylvilagus_brasiliensis_ttl_abnd,Tamandua_tetradactyla_ttl_abnd,Tapirus_terrestris_ttl_abnd,Tayassu_pecari_ttl_abnd,birds_1_fg_kg,birds_2_fg_kg,birds_3_fg_kg,birds_4_fg_kg,herbivore_1_fg_kg,herbivore_2_fg_kg,herbivore_3_fg_kg,marsupial_1_fg_kg,marsupial_2_fg_kg,marsupial_3_fg_kg,meso_1_fg_kg,others_1_fg_kg,predator_1_fg_kg,predator_2_fg_kg,rodent_1_fg_kg,rodent_2_fg_kg,rodent_3_fg_kg,rodent_4_fg_kg,all_med_lar_bmss_kg,all_small_bmss_kg,all_birds_bmss_kg,birds_1_fg_kg_cam_effort,birds_2_fg_kg_cam_effort,birds_3_fg_kg_cam_effort,birds_4_fg_kg_cam_effort,herbivore_1_fg_kg_cam_effort,herbivore_2_fg_kg_cam_effort,herbivore_3_fg_kg_cam_effort,marsupial_1_fg_kg_cam_effort,marsupial_2_fg_kg_cam_effort,marsupial_3_fg_kg_cam_effort,meso_1_fg_kg_cam_effort,others_1_fg_kg_cam_effort,predator_1_fg_kg_cam_effort,predator_2_fg_kg_cam_effort,rodent_1_fg_kg_cam_effort,rodent_2_fg_kg_cam_effort,rodent_3_fg_kg_cam_effort,rodent_4_fg_kg_cam_effort,all_med_lar_bmss_kg_cam_effort,all_small_bmss_kg_cam_effort,all_birds_bmss_kg_cam_effort,Cabassous_sp__kg,Cuniculus_paca_kg,Dasyprocta_leporina_kg,Dasypus_novemcinctus_kg,Dasypus_sp__kg,Eira_barbara_kg,Euphractus_sexcinctus_kg,Leopardus_guttulus_kg,Leopardus_pardalis_kg,Leopardus_wiedii_kg,Leopardus_sp__kg,Mazama_sp__kg,Myrmecophaga_tridactyla_kg,Nasua_nasua_kg,Pecari_tajacu_kg,Puma_concolor_kg,Puma_yagouaroundi_kg,Sylvilagus_brasiliensis_kg,Tamandua_tetradactyla_kg,Tapirus_terrestris_kg,Tayassu_pecari_kg,Cabassous_sp__kg_cam_effort,Cuniculus_paca_kg_cam_effort,Dasyprocta_leporina_kg_cam_effort,Dasypus_novemcinctus_kg_cam_effort,Dasypus_sp__kg_cam_effort,Eira_barbara_kg_cam_effort,Euphractus_sexcinctus_kg_cam_effort,Leopardus_guttulus_kg_cam_effort,Leopardus_pardalis_kg_cam_effort,Leopardus_wiedii_kg_cam_effort,Leopardus_sp__kg_cam_effort,Mazama_sp__kg_cam_effort,Myrmecophaga_tridactyla_kg_cam_effort,Nasua_nasua_kg_cam_effort,Pecari_tajacu_kg_cam_effort,Puma_concolor_kg_cam_effort,Puma_yagouaroundi_kg_cam_effort,Sylvilagus_brasiliensis_kg_cam_effort,Tamandua_tetradactyla_kg_cam_effort,Tapirus_terrestris_kg_cam_effort,Tayassu_pecari_kg_cam_effort,Cabassous_sp__mean_time_in_plot,Cuniculus_paca_mean_time_in_plot,Dasyprocta_leporina_mean_time_in_plot,Dasypus_novemcinctus_mean_time_in_plot,Dasypus_sp__mean_time_in_plot,Eira_barbara_mean_time_in_plot,Euphractus_sexcinctus_mean_time_in_plot,Leopardus_guttulus_mean_time_in_plot,Leopardus_pardalis_mean_time_in_plot,Leopardus_wiedii_mean_time_in_plot,Leopardus_sp__mean_time_in_plot,Mazama_sp__mean_time_in_plot,Myrmecophaga_tridactyla_mean_time_in_plot,Nasua_nasua_mean_time_in_plot,Pecari_tajacu_mean_time_in_plot,Puma_concolor_mean_time_in_plot,Puma_yagouaroundi_mean_time_in_plot,Sylvilagus_brasiliensis_mean_time_in_plot,Tamandua_tetradactyla_mean_time_in_plot,Tapirus_terrestris_mean_time_in_plot,Tayassu_pecari_mean_time_in_plot,ml_body_size_kg,hbvr_body_size_kg
CAR_p08c,CAR,8,closed,2019,-47.930572,-25.098024,33.433784,1,225,11,112,12.44444444,1.345166431,0.549795918,90.78,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.082568807,0.688073,0.220183,0.17431193,0,0,20,9,720,2,-0.25,390.66,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.287,0,0,0.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.83E-04,0.003986111,0,0,0.004569444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR_p09o,CAR,9,open,2019,-47.932214,-25.10392,88.153687,20,239,4,38,4.222222222,1.153741943,0.612244898,61.89,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.885714286,0.571429,0.428571,0.94285714,0,0,20,8,720,2,-0.4,385.94,-2.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,10,2,2,6,8,2,4,2,0,0,37,2,1,24,0,0,0,24,0,0,0,0,8,61,2,0,25,95,39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,0,0,0.485,0.032,6.333,265.033,0,0,0,3.596,0,0,0,0,0.076,0.926,0.4,0,271.366,4.998,0.517,0,0,0.00494898,3.27E-04,0.064622449,2.704418367,0,0,0,0.036693878,0,0,0,0,7.76E-04,0.00944898,0.004081633,0,2.769040816,0.051,0.00527551,0,0,0,0,0,0,0,0,0,0,0,6.333,0,0,0,0,0,0,0,0,353.378,0,0,0,0,0,0,0,0,0,0,0,0.064622449,0,0,0,0,0,0,0,0,3.605897959,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7.976744186,28.81818182,28.81818182
CAR_p09c,CAR,9,closed,2019,-47.93221,-25.104023,88.235954,23,218,12,63,7,2.200516493,0.855371901,67.76,29,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.296296296,0.37037,0.351852,0.62962963,0,0,20,0,720,2,-0.1,373.04,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,7,0,2,5,7,0,4,3,2,1,24,0,0,0,0,0,0,17,0,0,0,0,2,24,2,0,0,45,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,4.55,0.27,0,0,0,0,0,0,2.054,0,0,0,0,0.012,0.246,0.134,0,0,2.446,4.9,7.21E-04,0.040990991,0.002432432,0,0,0,0,0,0,0.018504505,0,0,0,0,1.08E-04,0.002216216,0.001207207,0,0,0.022036036,0.044144144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR_p10o,CAR,10,open,2019,-47.932726,-25.106342,128.655914,10,240,4,29,3.222222222,0.940447989,0.48,72.6,27,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.766667,0.1,0.83333333,0,0,20,2,720,2,-0.03,183.03,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,10,2,1,7,10,2,4,4,1,5,20,2,0,24,0,0,0,3,0,0,1,0,5,30,2,0,25,40,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,0.1,0.4,0.179,0.096,0,250.425,0,0,0,0.513,0,0,1.3,0,0.025,0.4,0.067,0,251.725,1.005,0.775,9.09E-04,0.003636364,0.001627273,8.73E-04,0,2.276590909,0,0,0,0.004663636,0,0,0.011818182,0,2.27E-04,0.003636364,6.09E-04,0,2.288409091,0.009136364,0.007045455,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,333.9,0,0,0,0,0,0,0,0,0,0,0.011818182,0,0,0,0,0,0,0,0,0,3.035454545,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9.4,28.42926829,29
CAR_p10c,CAR,10,closed,2019,-47.932759,-25.10636,128.560699,17,240,10,88,9.777777778,0.992902627,0.393022428,72.61,34,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.632911392,0.797468,0.012658,0.96202532,0,0,20,0,720,2,-0.08,438.31,5.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,5,0,1,4,5,0,3,2,1,0,24,0,0,0,0,0,0,28,0,0,0,0,2,17,0,0,0,47,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.167,0,0,0,0,0,0,4.119,0,0,0,0,0.008,0.388,0,0,0,4.515,0.197,4.23E-04,0,0.002352113,0,0,0,0,0,0,0.058014085,0,0,0,0,1.13E-04,0.005464789,0,0,0,0.063591549,0.002774648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR_p11o,CAR,11,open,2019,-47.933368,-25.108163,147.939743,19,277,4,29,3.222222222,1.126928795,0.625,60.51,23,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.708333333,0.666667,0.125,0.66666667,0.3333333,0,20,5,720,2,0.48,350.82,3.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,6,1,2,3,6,1,2,3,0,1,24,1,0,9,0,0,0,32,0,0,0,0,0,9,0,0,9,41,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.5,0.296,0.016,0,176.575,0,0,0,5.185,0,0,0,0,0,0.115,0,0,176.575,5.3,0.812,0,0.006849315,0.004054795,2.19E-04,0,2.418835616,0,0,0,0.071027397,0,0,0,0,0,0.001575342,0,0,2.418835616,0.07260274,0.011123288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.225109589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.125,29,29
CAR_p11c,CAR,11,closed,2019,-47.9333,-25.108234,146.384399,22,253,7,72,8,1.671530802,0.765432099,60.47,25,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.791666667,0.819444,0.166667,0.90277778,0.0555556,0,20,1,720,2,-0.02,262.52,4.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,2,0,1,1,4,0,3,1,0,0,1,0,0,0,0,0,0,9,0,0,0,0,2,9,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,1.948,0,0,0,0,0.017,0.133,0,0,0,2.098,0.004,0,0,3.92E-05,0,0,0,0,0,0,0.019098039,0,0,0,0,1.67E-04,0.001303922,0,0,0,0.020568627,3.92E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR_p12o,CAR,12,open,2019,-47.931812,-25.107849,136.644623,21,112,9,32,3.555555556,1.607575155,0.67,66.59,21,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.296296296,0.740741,0.481481,1.40740741,0.037037,0,20,0,720,2,-0.22,313.57,3.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,9,1,4,4,10,1,5,4,2,4,3,3,0,4,0,0,1,71,0,0,0,0,2,21,4,0,4,99,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.16,0.683,0.012,0.123,0,116.2,0,0,0.05,15.105,0,0,0,0,0.011,0.384,0.197,0,116.2,15.747,0.978,0.00146789,0.006266055,1.10E-04,0.00112844,0,1.066055046,0,0,4.59E-04,0.138577982,0,0,0,0,1.01E-04,0.003522936,0.001807339,0,1.066055046,0.14446789,0.008972477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42140367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.882352941,29,29
CAR_p12c,CAR,12,closed,2019,-47.931814,-25.10781,136.438248,25,80,5,42,4.666666667,1.229918604,0.640625,63.35,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,0.566667,0.233333,0.9,0,0.03333333,20,4,720,2,-0.15,220.29,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853,0,0,0,0,0,0.06,0.04,0,0,0.953,0,0,0,0,0,0,0,0,0,0,0.010935897,0,0,0,0,0,7.69E-04,5.13E-04,0,0,0.012217949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR_p14o,CAR,14,open,2019,-47.928964,-25.106099,187.9832,30,148,8,18,2,2.043191871,0.864197531,67.37,29,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.266666667,0.8,0.266667,0.2,0,0,20,15,720,2,-0.28,403.02,8.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,7,1,2,4,6,1,3,2,0,0,4,2,0,45,0,0,0,8,0,0,0,0,3,11,0,0,45,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0.022,0.048,0,576.1,0,0,0,1.201,0,0,0,0,0.015,0.179,0,0,576.1,1.395,0.07,0,0,2.12E-04,4.62E-04,0,5.539423077,0,0,0,0.011548077,0,0,0,0,1.44E-04,0.001721154,0,0,5.539423077,0.013413462,6.73E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.385894231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.158730159,29,29
CAR_p14c,CAR,14,closed,2019,-47.929058,-25.106113,184.362885,32,109,11,53,5.888888889,2.268605286,0.88,66.33,28,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.772727273,1.272727,0.340909,0.25,0,0,20,0,720,2,-0.38,185.66,-0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,5,0,3,2,4,0,2,2,0,0,9,1,0,0,0,0,0,11,0,0,0,0,0,7,0,0,0,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0.023,0,0,0,0,0,1.809,0,0,0,0,0,0.099,0,0,0,1.908,0.084,0,0,5.60E-04,2.11E-04,0,0,0,0,0,0.01659633,0,0,0,0,0,9.08E-04,0,0,0,0.017504587,7.71E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAR_p15o,CAR,15,open,2019,-47.926908,-25.10724,192.005157,8,32,3,10,1.111111111,1.098612289,0.666666667,70.61,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.666666667,1.666667,0,0.33333333,0,0,20,3,720,2,0.03,350.56,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,12,2,2,8,9,2,4,3,0,12,16,7,0,10,0,0,0,24,0,0,0,0,4,15,16,2,12,59,35,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1.155,0.106,0.163,0,144.9,0,0,0,3.137,0,0,0,0,0.034,0.12,1.004,2.015,146.915,4.295,1.424,0,0.01059633,9.72E-04,0.001495413,0,1.329357798,0,0,0,0.028779817,0,0,0,0,3.12E-04,0.001100917,0.009211009,0.018486239,1.347844037,0.03940367,0.01306422,0,2.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.199,0,0.018486239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77246789,0,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.833333333,27.27692308,29
CAR_p15c,CAR,15,closed,2019,-47.926935,-25.107237,190.944687,25,102,5,44,4.888888889,1.127483235,0.5625,70.02,27,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.975,1.2,0.6,0.4,0.025,0,20,12,720,2,-0.02,384.94,-1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA_p01o,ITA,1,open,2019,-45.094332,-23.323956,998.777344,30,60,10,32,3.555555556,2.25385759,0.888888889,84.55,25,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.103448276,0.965517,0.37931,0.86206897,0.0344828,0.06896552,20,20,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,6,4,1,1,5,3,1,1,0,0,0,1,0,23,0,0,0,2,4,0,1,0,0,0,0,0,28,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,22,0,0,0,0.016,0,258.258,0,0,0,0.202,2.7,0,0.78,0,0,0,0,0,261.738,0.202,0.016,0,0,0,1.13E-04,0,1.831617021,0,0,0,0.001432624,0.019148936,0,0.005531915,0,0,0,0,0,1.856297872,0.001432624,1.13E-04,0,0,0,0,0,0,0,0,0,0,0.78,0,0,2.737,4.35,0,0,0,0,0,335.945,0,0,0,0,0,0,0,0,0,0,0.005531915,0,0,0.019411348,0.030851064,0,0,0,0,0,2.382588652,0,0,0,0,0,0,0,0,0,0,5,0,0,5,10,0,0,0,0,0,7.777777778,26.71960784,28.125
ITA_p01c,ITA,1,closed,2019,-45.094219,-23.323956,999.301819,25,85,9,46,5.111111111,1.958727142,0.825484765,71.38,17,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.276595745,1.021277,0.319149,1.12765957,0.1702128,0,20,20,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,10,0,2,8,5,0,3,2,0,1,22,0,0,0,0,0,0,2,0,0,0,0,0,8,1,0,0,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.243,0,0,0,0,0,0,0.165,0,0,0,0,0,0.082,0.02,0,0,0.267,0.293,0,2.37E-04,0.001151659,0,0,0,0,0,0,7.82E-04,0,0,0,0,0,3.89E-04,9.48E-05,0,0,0.001265403,0.001388626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA_p02o,ITA,2,open,2019,-45.09526,-23.322808,990.020813,47,124,8,42,4.666666667,1.835171032,0.797783934,84.68,22,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,1.3,0.6,0.95,0.075,0,20,0,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129,17,4,2,11,13,4,5,4,2,7,24,20,0,32,1,0,1,1,0,0,1,0,63,19,2,1,35,86,53,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,32,0.105,1.679,0.399,0.575,0,329.233,251.429,0,0.01,0.275,0,0,0.39,0,0.993,0.206,0.14,6.2,587.252,1.624,2.758,8.14E-04,0.013015504,0.003093023,0.004457364,0,2.552193798,1.949062016,0,7.75E-05,0.002131783,0,0,0.003023256,0,0.007697674,0.001596899,0.001085271,0.048062016,4.552341085,0.012589147,0.021379845,0,6.2,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,251.429,438.977,0,0.048062016,0,0,0,0,0,0.001937984,0,0,0,0,0,0,0,0,0,0,0,1.949062016,3.402922481,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,7.456140351,34.45491803,35.47457627
ITA_p02c,ITA,2,closed,2019,-45.095288,-23.322842,990.743896,47,157,8,53,5.888888889,1.627105189,0.751953125,84.07,27,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1875,1.166667,0.375,0.85416667,0.1875,0,20,0,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,5,0,1,4,5,0,3,2,0,0,14,1,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0.064,0,0,0,0,0,0,0,0,0,0,0.011,0.133,0.02,0,0,0.164,0.139,0,0,3.62E-04,3.09E-04,0,0,0,0,0,0,0,0,0,0,5.31E-05,6.43E-04,9.66E-05,0,0,7.92E-04,6.71E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA_p04o,ITA,4,open,2019,-45.0852,-23.321763,988.862732,10,327,6,18,2,1.676987774,0.790123457,60.68,32,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,0.466667,0.2,0.73333333,0.3333333,0,20,20,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191,25,6,1,18,14,6,4,4,7,33,59,16,0,58,4,0,1,0,1,2,3,1,10,33,6,0,69,50,115,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,2,0,4,58,0.39,3.286,1.029,1.558,0,2123.333,179.667,0,0.008,0,3.6,3.6,2.665,5.429,0.089,0.474,0.367,0,2318.294,0.938,6.263,0.002041885,0.017204188,0.005387435,0.008157068,0,11.1169267,0.940664921,0,4.19E-05,0,0.018848168,0.018848168,0.01395288,0.028424084,4.66E-04,0.002481675,0.001921466,0,12.13766492,0.004910995,0.032790576,0,0,0,0,0,3.6,0,0,0,0,2.665,0,0,0,0,5.357,0,0.78,0,179.667,2831.11,0,0,0,0,0,0.018848168,0,0,0,0,0.01395288,0,0,0,0,0.02804712,0,0.00408377,0,0.940664921,14.82256545,0,0,0,0,0,1,0,0,0,0,5.666666667,0,0,0,0,7,0,3,0,8.333333333,4.57037037,35.69256757,37.12765957
ITA_p04c,ITA,4,closed,2019,-45.085317,-23.321675,986.783142,5,290,9,44,4.888888889,1.473355934,0.626297578,85.72,30,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.743589744,0.974359,0.205128,0.64102564,0.025641,0,20,20,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171,9,0,1,8,7,0,4,3,7,0,49,1,0,0,0,0,2,0,0,0,0,0,1,20,2,0,0,25,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0,0.398,0.032,0,0,0,0,0.016,0,0,0,0,0,0.004,0.198,0.3,0,0,0.518,0.708,0.001625731,0,0.002327485,1.87E-04,0,0,0,0,9.36E-05,0,0,0,0,0,2.34E-05,0.001157895,0.001754386,0,0,0.00302924,0.004140351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
